"hcpcs_code","hcpcs_description"
"G0143","Scr c/v cyto,thinlayer,rescr"
"22310","Treat spine fracture"
"84181","Western blot test"
"77432","Stereotactic radiation trmt"
"01710","Anesth elbow area surgery"
"00942","Anesth surg on vag/urethral"
"81007","Urine screen for bacteria"
"96904","Whole body photography"
"33967","Insert ia percut device"
"69610","Repair of eardrum"
"39400","Mediastinoscopy incl biopsy"
"11421","Exc h-f-nk-sp b9+marg 0.6-1"
"92065","Orthoptic/pleoptic training"
"0192T","Insert ant segment drain ext"
"65400","Removal of eye lesion"
"65730","Corneal transplant"
"65755","Corneal transplant"
"66710","Ciliary transsleral therapy"
"66825","Reposition intraocular lens"
"66986","Exchange lens prosthesis"
"67010","Partial removal of eye fluid"
"67312","Revise two eye muscles"
"67314","Revise eye muscle"
"V2785","Corneal tissue processing"
"36252","Ins cath ren art 1st bilat"
"93572","Heart flow reserve measure"
"76977","Us bone density measure"
"95929","C motor evoked lwr limbs"
"95937","Neuromuscular junction test"
"90746","Hep b vaccine adult im"
"88381","Microdissection manual"
"01770","Anesth uppr arm artery surg"
"J1650","Inj enoxaparin sodium"
"11621","Exc s/n/h/f/g mal+mrg 0.6-1"
"23600","Treat humerus fracture"
"50325","Prep donor renal graft"
"P9615","Urine specimen collect mult"
"61863","Implant neuroelectrode"
"00600","Anesth spine cord surgery"
"92982","Coronary artery dilation"
"63011","Removal of spinal lamina"
"94016","Review patient spirometry"
"71023","Chest x-ray and fluoroscopy"
"83026","Hemoglobin copper sulfate"
"Q9960","HOCM 200-249mg/ml iodine,1ml"
"27036","Excision of hip joint/muscle"
"27125","Partial hip replacement"
"27161","Incision of neck of femur"
"27240","Treat thigh fracture"
"29700","Removal/revision of cast"
"29705","Removal/revision of cast"
"62282","Treat spinal canal lesion"
"35303","Rechanneling of artery"
"49652","Lap vent/abd hernia repair"
"52001","Cystoscopy removal of clots"
"52260","Cystoscopy and treatment"
"55875","Transperi needle place pros"
"82803","Blood gases any combination"
"94250","Expired gas collection"
"90846","Family psytx w/o patient"
"58150","Total hysterectomy"
"J1572","Flebogamma injection"
"J1170","Hydromorphone injection"
"78267","Breath tst attain/anal c-14"
"78268","Breath test analysis c-14"
"87808","Trichomonas assay w/optic"
"87905","Sialidase enzyme assay"
"93640","Evaluation heart device"
"97761","Prosthetic training"
"J0834","Cosyntropin cortrosyn inj"
"A9580","Sodium fluoride F-18"
"0206T","Remote algorithm analys ecg"
"27235","Treat thigh fracture"
"22850","Remove spine fixation device"
"22852","Remove spine fixation device"
"26860","Fusion of finger joint"
"15740","Island pedicle flap graft"
"26123","Release palm contracture"
"26145","Tendon excision palm/finger"
"47511","Insert bile duct drain"
"75982","Contrast xray exam bile duct"
"73201","Ct upper extremity w/dye"
"83902","Molecular diagnostics"
"83913","Molecular rna stabilization"
"92275","Electroretinography"
"90660","Flu vaccine nasal"
"75573","Ct hrt w/3d image congen"
"36820","Av fusion/forearm vein"
"91035","G-esoph reflx tst w/electrod"
"00402","Anesth surgery of breast"
"86308","Heterophile antibodies"
"G0010","Admin hepatitis b vaccine"
"97542","Wheelchair mngment training"
"38572","Laparoscopy lymphadenectomy"
"85293","Blood clot factor assay"
"50820","Construct bowel bladder"
"51999","Laparoscope proc bla"
"01622","Anes dx shoulder arthroscopy"
"20200","Muscle biopsy"
"49561","Rpr ventral hern init block"
"28112","Part removal of metatarsal"
"64520","N block lumbar/thoracic"
"82646","Assay of dihydrocodeinone"
"82649","Assay of dihydromorphinone"
"63076","Neck spine disk surgery"
"15272","Skin sub graft t/a/l add-on"
"01638","Anesth shoulder replacement"
"94728","Pulm funct test oscillometry"
"77285","Set radiation therapy field"
"35903","Excision graft extremity"
"36819","Av fuse uppr arm basilic"
"36833","Av fistula revision"
"82608","B-12 binding capacity"
"27370","Injection for knee x-ray"
"73580","Contrast x-ray of knee joint"
"15120","Skn splt a-grft fac/nck/hf/g"
"J7608","Acetylcysteine non-comp unit"
"50543","Laparo partial nephrectomy"
"64712","Revision of sciatic nerve"
"90947","Dialysis repeated eval"
"J2426","Paliperidone palmitate inj"
"22846","Insert spine fixation device"
"28645","Repair toe dislocation"
"92071","Contact lens fitting for tx"
"78305","Bone imaging multiple areas"
"63012","Removal of spinal lamina"
"31635","Bronchoscopy w/fb removal"
"00752","Anesth repair of hernia"
"67412","Explore/treat eye socket"
"88314","Histochemical stains add-on"
"88358","Analysis tumor"
"94400","CO2 breathing response curve"
"88160","Cytopath smear other source"
"47525","Change bile duct catheter"
"49452","Replace g-j tube perc"
"75822","Vein x-ray arms/legs"
"27600","Decompression of lower leg"
"28008","Incision of foot fascia"
"28035","Decompression of tibia nerve"
"64704","Revise hand/foot nerve"
"64708","Revise arm/leg nerve"
"37203","Transcatheter retrieval"
"37231","Tib/per revasc stent & ather"
"37232","Tib/per revasc add-on"
"13100","Repair of wound or lesion"
"J9260","Methotrexate sodium inj"
"67908","Repair eyelid defect"
"50690","Injection for ureter x-ray"
"G9148","Medical home level 1"
"80152","Assay of amitriptyline"
"80182","Assay of nortriptyline"
"82742","Assay of flurazepam"
"J7799","Non-inhalation drug for DME"
"97532","Cognitive skills development"
"70350","X-ray head for orthodontia"
"90802","Intac psy dx interview"
"37187","Venous mech thrombectomy"
"72191","Ct angiograph pelv w/o&w/dye"
"72295","X-ray of lower spine disk"
"75825","Vein x-ray trunk"
"96153","Intervene hlth/behave group"
"Q3014","Telehealth facility fee"
"77786","Hdr brachytx 2-12 channel"
"83903","Molecule mutation scan"
"83908","Nucleic acid signal ampli"
"23440","Remove/transplant tendon"
"36430","Blood transfusion service"
"21085","Prepare face/oral prosthesis"
"25020","Decompress forearm 1 space"
"25295","Release wrist/forearm tendon"
"26037","Decompress fingers/hand"
"26121","Release palm contracture"
"26140","Revise finger joint each"
"26235","Partial removal finger bone"
"26236","Partial removal finger bone"
"57240","Repair bladder & vagina"
"17284","Destruction of skin lesions"
"29200","Strapping of chest"
"93750","Interrogation vad in person"
"87800","Detect agnt mult dna direc"
"80160","Assay of desipramine"
"80174","Assay of imipramine"
"83630","Lactoferrin fecal (qual)"
"87328","Cryptosporidium ag eia"
"87329","Giardia ag eia"
"87427","Shiga-like toxin ag eia"
"80074","Acute hepatitis panel"
"82085","Assay of aldolase"
"82340","Assay of calcium in urine"
"83935","Assay of urine osmolality"
"72194","Ct pelvis w/o & w/dye"
"52315","Cystoscopy and treatment"
"52327","Cystoscopy inject material"
"83051","Assay of plasma hemoglobin"
"36476","Endovenous rf vein add-on"
"92326","Replacement of contact lens"
"82164","Angiotensin I enzyme test"
"82595","Assay of cryoglobulin"
"83872","Assay synovial fluid mucin"
"83876","Assay myeloperoxidase"
"85613","Russell viper venom diluted"
"85810","Blood viscosity examination"
"86148","Phospholipid antibody"
"86332","Immune complex assay"
"86359","T cells total count"
"86360","T cell absolute count/ratio"
"86481","Tb ag response t-cell susp"
"86593","Syphilis test non-trep quant"
"86747","Parvovirus antibody"
"86812","Hla typing a b or c"
"88182","Cell marker study"
"43260","Endo cholangiopancreatograph"
"87275","Influenza b ag if"
"87276","Influenza a ag if"
"51710","Change of bladder tube"
"51736","Urine flow measurement"
"A4290","Sacral nerve stim test lead"
"J2795","Ropivacaine HCl injection"
"35221","Repair blood vessel lesion"
"86403","Particle agglutination test"
"28072","Removal of foot joint lining"
"28306","Incision of metatarsal"
"95075","Ingestion challenge test"
"34201","Removal of artery clot"
"35371","Rechanneling of artery"
"37223","Iliac revasc w/stent add-on"
"49421","Ins tun ip cath for dial opn"
"77021","Mr guidance for needle place"
"33241","Remove pulse generator"
"93292","Wcd device interrogate"
"93622","Electrophysiology evaluation"
"99082","Unusual physician travel"
"12013","Repair superficial wound(s)"
"0275T","Perq lamot/lam lumbar"
"89190","Nasal smear for eosinophils"
"82523","Collagen crosslinks"
"83937","Assay of osteocalcin"
"37202","Transcatheter therapy infuse"
"37609","Temporal artery procedure"
"G0424","Pulmonary rehab w exer"
"65805","Drainage of eye"
"85611","Prothrombin test"
"82951","Glucose tolerance test (GTT)"
"38505","Needle biopsy lymph nodes"
"66983","Cataract surg w/iol 1 stage"
"57283","Colpopexy intraperitoneal"
"0174T","Cad cxr with interp"
"A4561","Pessary rubber, any type"
"31297","Sinus endo w/balloon dil"
"20902","Removal of bone for graft"
"24400","Revision of humerus"
"51040","Incise & drain bladder"
"49082","Abd paracentesis"
"11406","Exc tr-ext b9+marg > 4.0 cm"
"36825","Artery-vein autograft"
"20612","Aspirate/inj ganglion cyst"
"25246","Injection for wrist x-ray"
"73115","Contrast x-ray of wrist"
"22849","Reinsert spinal fixation"
"63044","Laminotomy addl lumbar"
"75571","Ct hrt w/o dye w/ca test"
"20527","Inj dupuytren cord w/enzyme"
"26341","Manipulat palm cord post inj"
"J0775","Collagenase, clost hist inj"
"35583","Vein bypass graft"
"35585","Vein bypass graft"
"0073T","Delivery comp imrt"
"23420","Repair of shoulder"
"20938","Sp bone agrft struct add-on"
"22328","Treat each add spine fx"
"22533","Lat lumbar spine fusion"
"22830","Exploration of spinal fusion"
"92561","Bekesy audiometry diagnosis"
"82482","Assay rbc cholinesterase"
"87230","Assay toxin or antitoxin"
"87341","Hepatitis b surface ag eia"
"33222","Revise pocket pacemaker"
"A9526","Nitrogen N-13 ammonia"
"33257","Ablate atria lmtd add-on"
"33510","Cabg vein single"
"33511","Cabg vein two"
"33512","Cabg vein three"
"33521","Cabg artery-vein four"
"13122","Repair wound/lesion add-on"
"29877","Knee arthroscopy/surgery"
"33406","Replacement of aortic valve"
"36575","Repair tunneled cv cath"
"75901","Remove cva device obstruct"
"27438","Revise kneecap with implant"
"92562","Loudness balance test"
"92571","Filtered speech hearing test"
"11640","Exc f/e/e/n/l mal+mrg 0.5cm<"
"G0238","Oth resp proc, indiv"
"J7070","D5w infusion"
"69110","Remove external ear partial"
"00846","Anesth hysterectomy"
"37222","Iliac revasc add-on"
"33426","Repair of mitral valve"
"15630","Skin graft"
"15937","Remove sacrum pressure sore"
"27486","Revise/replace knee joint"
"93024","Cardiac drug stress test"
"77310","Teletx isodose plan intermed"
"43770","Lap place gastr adj device"
"43999","Stomach surgery procedure"
"J1569","Gammagard liquid injection"
"J2800","Methocarbamol injection"
"73050","X-ray exam of shoulders"
"90811","Intac psytx 20-30 w/e&m"
"70373","Contrast x-ray of larynx"
"31615","Visualization of windpipe"
"19357","Breast reconstruction"
"33262","Remv&replc cvd gen sing lead"
"94450","Hypoxia response curve"
"J1631","Haloperidol decanoate inj"
"82103","Alpha-1-antitrypsin total"
"82390","Assay of ceruloplasmin"
"82705","Fats/lipids feces qual"
"92586","Auditor evoke potent limit"
"G0245","Initial foot exam pt lops"
"J9202","Goserelin acetate implant"
"77305","Teletx isodose plan simple"
"77431","Radiation therapy management"
"82239","Bile acids total"
"83003","Assay growth hormone (hgh)"
"86063","Antistreptolysin o screen"
"86161","Complement/function activity"
"75860","Vein x-ray neck"
"52320","Cystoscopy and treatment"
"63035","Spinal disk surgery add-on"
"13150","Repair of wound or lesion"
"J1950","Leuprolide acetate /3.75 MG"
"78496","Heart first pass add-on"
"23332","Remove shoulder foreign body"
"24301","Muscle/tendon transfer"
"J1561","Gamunex/gamunex c"
"82101","Assay of urine alkaloids"
"86162","Complement total (ch50)"
"26080","Explore/treat finger joint"
"73220","Mri uppr extremity w/o&w/dye"
"Q9962","HOCM 300-349mg/ml iodine,1ml"
"27095","Injection for hip x-ray"
"92287","Internal eye photography"
"78459","Heart muscle imaging (PET)"
"75572","Ct hrt w/3d image"
"43282","Lap paraesoph her rpr w/mesh"
"44850","Repair of mesentery"
"27105","Transfer of spinal muscle"
"21016","Resect face tum 2 cm/>"
"27488","Removal of knee prosthesis"
"16020","Dress/debrid p-thick burn s"
"16025","Dress/debrid p-thick burn m"
"16030","Dress/debrid p-thick burn l"
"95927","Somatosensory testing"
"A9540","Tc99m MAA"
"A9558","Xe133 xenon 10mci"
"44205","Lap colectomy part w/ileum"
"27365","Resect femur/knee tumor"
"35741","Exploration popliteal artery"
"65430","Corneal smear"
"G0271","Group MNT 2 or more 30 mins"
"63040","Laminotomy single cervical"
"19318","Reduction of large breast"
"49651","Lap ing hernia repair recur"
"90657","Flu vaccine 3 yrs im"
"11001","Debride infected skin add-on"
"35600","Harvest art for cabg add-on"
"37200","Transcatheter biopsy"
"75970","Vascular biopsy"
"79005","Nuclear rx oral admin"
"43261","Endo cholangiopancreatograph"
"G0237","Therapeutic procd strg endur"
"43227","Esoph endoscopy repair"
"95148","Antigen therapy services"
"95170","Antigen therapy services"
"88164","Cytopath tbs c/v manual"
"Q4009","Cast sup sht arm adult plstr"
"G9152","Mapcp demo community"
"93619","Electrophysiology evaluation"
"95956","Eeg monitor technol attended"
"37201","Transcatheter therapy infuse"
"37251","Iv us each add vessel add-on"
"75896","X-rays transcath therapy"
"75946","Intravascular us add-on"
"43202","Esophagus endoscopy biopsy"
"92564","Sisi hearing test"
"92616","Fees w/laryngeal sense test"
"92617","Interprt fees/laryngeal test"
"A9541","Tc99m sulfur colloid"
"Q4101","Apligraf"
"86317","Immunoassay infectious agent"
"52649","Prostate laser enucleation"
"31288","Nasal/sinus endoscopy surg"
"J0171","Adrenalin epinephrine inject"
"J0694","Cefoxitin sodium injection"
"15852","Dressing change not for burn"
"95872","Muscle test one fiber"
"0182T","Hdr elect brachytherapy"
"20650","Insert and remove bone pin"
"77074","X-rays bone survey limited"
"72240","Contrast x-ray of neck spine"
"00540","Anesth chest surgery"
"36012","Place catheter in vein"
"28005","Treat foot bone lesion"
"92284","Dark adaptation eye exam"
"49329","Laparo proc abdm/per/oment"
"33464","Valvuloplasty tricuspid"
"P9016","RBC leukocytes reduced"
"33534","Cabg arterial two"
"83904","Molecule mutation identify"
"83907","Lyse cells for nucleic ext"
"88385","Eval molecul probes 51-250"
"A4641","Radiopharm dx agent noc"
"52270","Cystoscopy & revise urethra"
"82492","Chromotography quant mult"
"37700","Revise leg vein"
"37761","Ligate leg veins open"
"87425","Rotavirus ag eia"
"87899","Agent nos assay w/optic"
"33211","Insert card electrodes dual"
"95990","Spin/brain pump refil & main"
"36002","Pseudoaneurysm injection trt"
"50390","Drainage of kidney lesion"
"50395","Create passage to kidney"
"50547","Laparo removal donor kidney"
"J0595","Butorphanol tartrate 1 mg"
"75563","Card mri w/stress img & dye"
"78813","Pet image full body"
"93025","Microvolt t-wave assess"
"J2150","Mannitol injection"
"23615","Treat humerus fracture"
"00560","Anesth heart surg w/o pump"
"95834","Body muscle testing manual"
"62290","Inject for spine disk x-ray"
"11426","Exc h-f-nk-sp b9+marg > 4 cm"
"76800","Us exam spinal canal"
"27606","Incision of achilles tendon"
"27691","Revise lower leg tendon"
"G0396","Alcohol/subs interv 15-30mn"
"G0445","High inten beh couns STD 30m"
"63045","Removal of spinal lamina"
"58120","Dilation and curettage"
"71120","X-ray exam of breastbone"
"78483","Heart first pass multiple"
"61154","Pierce skull & remove clot"
"36593","Declot vascular device"
"J1450","Fluconazole"
"J9055","Cetuximab injection"
"J9395","Injection, Fulvestrant"
"32480","Partial removal of lung"
"31287","Nasal/sinus endoscopy surg"
"28725","Fusion of foot bones"
"22800","Fusion of spine"
"01120","Anesth pelvis surgery"
"01382","Anesth dx knee arthroscopy"
"52354","Cystouretero w/biopsy"
"76831","Echo exam uterus"
"49446","Change g-tube to g-j perc"
"64719","Revise ulnar nerve at wrist"
"71552","Mri chest w/o & w/dye"
"35206","Repair blood vessel lesion"
"96921","Laser tx skin 250-500 sq cm"
"96922","Laser tx skin > 500 sq cm"
"J7190","Factor viii"
"J7192","Factor viii recombinant NOS"
"Q4037","Cast sup shrt leg plaster"
"25111","Remove wrist tendon lesion"
"73719","Mri lower extremity w/dye"
"67875","Closure of eyelid by suture"
"68530","Clearance of tear duct"
"93315","Echo transesophageal"
"57410","Pelvic examination"
"01925","Anes ther interven rad car"
"36513","Apheresis platelets"
"66185","Revise eye shunt"
"76510","Ophth us b & quant a"
"32320","Free/remove chest lining"
"32445","Removal of lung extrapleural"
"32505","Wedge resect of lung initial"
"32601","Thoracoscopy diagnostic"
"33030","Partial removal of heart sac"
"39561","Resect diaphragm complex"
"96440","Chemotherapy intracavitary"
"G0420","Ed svc CKD ind per session"
"35700","Reoperation bypass graft"
"33502","Coronary artery correction"
"29807","Shoulder arthroscopy/surgery"
"27870","Fusion of ankle joint open"
"33223","Revise pocket for defib"
"25260","Repair forearm tendon/muscle"
"25609","Treat fx radial 3+ frag"
"77403","Radiation treatment delivery"
"77408","Radiation treatment delivery"
"76819","Fetal biophys profil w/o nst"
"76820","Umbilical artery echo"
"28153","Partial removal of toe"
"86850","RBC antibody screen"
"86923","Compatibility test electric"
"P9040","RBC leukoreduced irradiated"
"76513","Echo exam of eye water bath"
"67500","Inject/treat eye socket"
"28312","Revision of toe"
"J3105","Terbutaline sulfate inj"
"29825","Shoulder arthroscopy/surgery"
"67107","Repair detached retina"
"69222","Clean out mastoid cavity"
"11646","Exc f/e/e/n/l mal+mrg > 4 cm"
"92597","Oral speech device eval"
"L8509","Trach-esoph voice pros md in"
"37619","Ligation of inf vena cava"
"78740","Ureteral reflux study"
"76805","Ob us >/= 14 wks sngl fetus"
"85008","Bl smear w/o diff wbc count"
"87076","Culture anaerobe ident each"
"87181","Microbe susceptible diffuse"
"87209","Smear complex stain"
"87338","Hpylori stool eia"
"89125","Specimen fat stain"
"77522","Proton trmt simple w/comp"
"64425","N block inj ilio-ing/hypogi"
"67332","Rerevise eye muscles add-on"
"J2765","Metoclopramide hcl injection"
"32484","Segmentectomy"
"62367","Analyze spine infus pump"
"01160","Anesth pelvis procedure"
"83700","Lipopro bld electrophoretic"
"53500","Urethrlys transvag w/ scope"
"57295","Revise vag graft via vagina"
"58270","Vag hyst w/enterocele repair"
"48153","Pancreatectomy"
"62223","Establish brain cavity shunt"
"82375","Assay carboxyhb quant"
"P9037","Plate pheres leukoredu irrad"
"69635","Repair eardrum structures"
"69646","Revise middle ear & mastoid"
"15770","Derma-fat-fascia graft"
"J2680","Fluphenazine decanoate 25 MG"
"19302","P-mastectomy w/ln removal"
"66175","Trnslum dil eye canal w/stnt"
"50684","Injection for ureter x-ray"
"52334","Create passage to kidney"
"J9228","Ipilimumab injection"
"45560","Repair of rectocele"
"58542","Lsh w/t/o ut 250 g or less"
"31632","Bronchoscopy/lung bx addl"
"32550","Insert pleural cath"
"Q9968","Visualization adjunct"
"37206","Transcath iv stent/perc addl"
"75964","Repair artery blockage each"
"43265","Endo cholangiopancreatograph"
"46947","Hemorrhoidopexy by stapling"
"38747","Remove abdominal lymph nodes"
"47120","Partial removal of liver"
"23125","Removal of collar bone"
"19001","Drain breast lesion add-on"
"95866","Muscle test hemidiaphragm"
"26440","Release palm/finger tendon"
"28080","Removal of foot lesion"
"28208","Repair of foot tendon"
"28299","Correction of bunion"
"87254","Virus inoculation shell via"
"31535","Laryngoscopy w/biopsy"
"75809","Nonvascular shunt x-ray"
"83050","Blood methemoglobin assay"
"J0697","Sterile cefuroxime injection"
"86331","Immunodiffusion ouchterlony"
"86635","Coccidioides antibody"
"36598","Inj w/fluor eval cv device"
"27350","Removal of kneecap"
"67121","Remove eye implant material"
"29898","Ankle arthroscopy/surgery"
"61867","Implant neuroelectrode"
"61885","Insrt/redo neurostim 1 array"
"92613","Endoscopy swallow tst (fees)"
"28011","Incision of toe tendons"
"J9280","Mitomycin 5 MG inj"
"67221","Ocular photodynamic ther"
"J2503","Pegaptanib sodium injection"
"37230","Tib/per revasc w/stent"
"36299","Vessel injection procedure"
"22610","Thorax spine fusion"
"22843","Insert spine fixation device"
"63051","C-laminoplasty w/graft/plate"
"33999","Cardiac surgery procedure"
"22534","Lat thor/lumb addl seg"
"62287","Percutaneous diskectomy"
"23020","Release shoulder joint"
"23395","Muscle transfer shoulder/arm"
"23630","Treat humerus fracture"
"75966","Repair arterial blockage"
"95144","Antigen therapy services"
"37207","Transcath iv stent open"
"27786","Treatment of ankle fracture"
"J3396","Verteporfin injection"
"91120","Rectal sensation test"
"Q4006","Cast sup long arm adult fbrg"
"15101","Skin splt grft t/a/l add-on"
"15736","Muscle-skin graft arm"
"15933","Remove sacrum pressure sore"
"15936","Remove sacrum pressure sore"
"85002","Bleeding time test"
"90901","Biofeedback train any meth"
"70150","X-ray exam of facial bones"
"J0588","Incobotulinumtoxin a"
"34804","Endovas aaa repr w/1-p part"
"11005","Debride abdom wall"
"27603","Drain lower leg lesion"
"92979","Intravasc us heart add-on"
"70160","X-ray exam of nasal bones"
"56620","Partial removal of vulva"
"28108","Removal of toe lesions"
"28297","Correction of bunion"
"41800","Drainage of gum lesion"
"95863","Muscle test 3 limbs"
"88162","Cytopath smear other source"
"97034","Contrast bath therapy"
"29999","Arthroscopy of joint"
"66850","Removal of lens material"
"25280","Revise wrist/forearm tendon"
"49654","Lap inc hernia repair"
"01840","Anesth lwr arm artery surg"
"62165","Remove pituit tumor w/scope"
"28810","Amputation toe & metatarsal"
"64446","N blk inj sciatic cont inf"
"21080","Prepare face/oral prosthesis"
"28055","Neurectomy foot"
"28060","Partial removal foot fascia"
"28106","Remove/graft foot lesion"
"28113","Part removal of metatarsal"
"28200","Repair of foot tendon"
"28315","Removal of sesamoid bone"
"28730","Fusion of foot bones"
"28755","Fusion of big toe joint"
"74485","X-ray guide gu dilation"
"49422","Remove tunneled ip cath"
"47382","Percut ablate liver rf"
"77013","Ct guide for tissue ablation"
"17266","Destruction of skin lesions"
"87529","Hsv dna amp probe"
"87653","Strep b dna amp probe"
"40808","Biopsy of mouth lesion"
"43234","Upper gi endoscopy exam"
"31070","Exploration of frontal sinus"
"17360","Skin peel therapy"
"28126","Partial removal of toe"
"20974","Electrical bone stimulation"
"75605","Contrast x-ray exam of aorta"
"93464","Exercise w/hemodynamic meas"
"32552","Remove lung catheter"
"43830","Place gastrostomy tube"
"76813","Ob us nuchal meas 1 gest"
"J0290","Ampicillin 500 MG inj"
"G0130","Single energy x-ray study"
"87650","Strep a dna dir probe"
"J2510","Penicillin g procaine inj"
"36522","Photopheresis"
"95146","Antigen therapy services"
"31536","Laryngoscopy w/bx & op scope"
"77404","Radiation treatment delivery"
"90740","Hepb vacc ill pat 3 dose im"
"64565","Implant neuroelectrodes"
"70487","Ct maxillofacial w/dye"
"G0306","CBC/diffwbc w/o platelet"
"96369","Sc ther infusion up to 1 hr"
"90822","Psytx hosp 75-80 min w/e&m"
"95824","Eeg cerebral death only"
"47100","Wedge biopsy of liver"
"30130","Excise inferior turbinate"
"67973","Reconstruction of eyelid"
"82175","Assay of arsenic"
"83918","Organic acids total quant"
"87517","Hepatitis b dna quant"
"87902","Genotype dna hepatitis c"
"36481","Insertion of catheter vein"
"78491","Heart image (pet) single"
"32668","Thoracoscopy w/w resect diag"
"38381","Thoracic duct procedure"
"43112","Removal of esophagus"
"44015","Insert needle cath bowel"
"46910","Destruction anal lesion(s)"
"00792","Anesth hemorr/excise liver"
"78801","Tumor imaging mult areas"
"78804","Tumor imaging whole body"
"82540","Assay of creatine"
"82541","Column chromotography qual"
"86696","Herpes simplex type 2"
"01380","Anesth knee joint procedure"
"49321","Laparoscopy biopsy"
"28192","Removal of foot foreign body"
"49061","Drain percut retroper absc"
"36251","Ins cath ren art 1st unilat"
"96373","Ther/proph/diag inj ia"
"0191T","Insert ant segment drain int"
"15822","Revision of upper eyelid"
"Q4106","Dermagraft"
"91038","Esoph imped funct test > 1h"
"23470","Reconstruct shoulder joint"
"48150","Partial removal of pancreas"
"78020","Thyroid met uptake"
"A9509","Iodine I-123 sod iodide mil"
"A9517","I131 iodide cap, rx"
"A9528","Iodine I-131 iodide cap, dx"
"A9567","Technetium TC-99m aerosol"
"J3240","Thyrotropin injection"
"33235","Removal pacemaker electrode"
"88280","Chromosome karyotype study"
"61797","Srs cran les simple addl"
"37186","Sec art m-thrombect add-on"
"32652","Thoracoscopy rem totl cortex"
"82507","Assay of citrate"
"83835","Assay of metanephrines"
"83945","Assay of oxalate"
"84105","Assay of urine phosphorus"
"84133","Assay of urine potassium"
"84392","Assay of urine sulfate"
"84482","T3 reverse"
"84560","Assay of urine/uric acid"
"86344","Leukocyte phagocytosis"
"86617","Lyme disease antibody"
"36479","Endovenous laser vein addon"
"G0398","Home sleep test/type 2 Porta"
"65772","Correction of astigmatism"
"01200","Anesth hip joint procedure"
"72196","Mri pelvis w/dye"
"63600","Remove spinal cord lesion"
"80173","Assay of haloperidol"
"80201","Assay of topiramate"
"46255","Remove int/ext hem 1 group"
"46505","Chemodenervation anal musc"
"20912","Remove cartilage for graft"
"30465","Repair nasal stenosis"
"85009","Manual diff wbc count b-coat"
"82543","Column chromotograph/isotope"
"83887","Assay of nicotine"
"88271","Cytogenetics dna probe"
"88274","Cytogenetics 25-99"
"88275","Cytogenetics 100-300"
"65426","Removal of eye lesion"
"65850","Incision of eye"
"65865","Incise inner eye adhesions"
"65870","Incise inner eye adhesions"
"66174","Translum dil eye canal"
"66682","Repair iris & ciliary body"
"66985","Insert lens prosthesis"
"67505","Inject/treat eye socket"
"67880","Revision of eyelid"
"36254","Ins cath ren art 2nd+ bilat"
"60300","Aspir/inj thyroid cyst"
"51992","Laparo sling operation"
"82240","Bile acids cholylglycine"
"J9390","Vinorelbine tartrate inj"
"33410","Replacement of aortic valve"
"36425","Vein access cutdown > 1 yr"
"67921","Repair eyelid defect"
"29590","Application of foot splint"
"28288","Partial removal of foot bone"
"28293","Correction of bunion"
"28310","Revision of big toe"
"61798","Srs cranial lesion complex"
"0256T","Evasc aortic hrt valve"
"J0295","Ampicillin sodium per 1.5 gm"
"44394","Colonoscopy w/snare"
"29065","Application of long arm cast"
"44160","Removal of colon"
"52317","Remove bladder stone"
"52344","Cysto/uretero stricture tx"
"57284","Repair paravag defect open"
"15781","Abrasion treatment of skin"
"96371","Sc ther infusion reset pump"
"27590","Amputate leg at thigh"
"61624","Transcath occlusion cns"
"58210","Extensive hysterectomy"
"17340","Cryotherapy of skin"
"0198T","Ocular blood flow measure"
"15277","Skn sub grft f/n/hf/g child"
"27692","Revise additional leg tendon"
"64790","Removal of nerve lesion"
"19100","Bx breast percut w/o image"
"87107","Fungi identification mold"
"78216","Liver & spleen image/flow"
"J7674","Methacholine chloride, neb"
"60220","Partial removal of thyroid"
"60512","Autotransplant parathyroid"
"60520","Removal of thymus gland"
"94770","Exhaled carbon dioxide test"
"78453","Ht muscle image planar sing"
"37785","Ligate/divide/excise vein"
"52318","Remove bladder stone"
"C2640","Brachytx, stranded, P-103"
"C2641","Brachytx, non-stranded,P-103"
"35355","Rechanneling of artery"
"31730","Intro windpipe wire/tube"
"63102","Removal of vertebral body"
"63103","Remove vertebral body add-on"
"64580","Implant neuroelectrodes"
"62273","Inject epidural patch"
"35471","Repair arterial blockage"
"75736","Artery x-rays pelvis"
"75968","Repair artery blockage each"
"33535","Cabg arterial three"
"33536","Cabg arterial four or more"
"20206","Needle biopsy muscle"
"87536","Hiv-1 dna quant"
"92984","Coronary artery dilation"
"77409","Radiation treatment delivery"
"47135","Transplantation of liver"
"47143","Prep donor liver whole"
"72142","Mri neck spine w/dye"
"26496","Revise thumb tendon"
"65778","Cover eye w/membrane"
"78468","Heart infarct image (ef)"
"36625","Insertion catheter artery"
"25607","Treat fx rad extra-articul"
"36500","Insertion of catheter vein"
"82131","Amino acids single quant"
"92986","Revision of aortic valve"
"92499","Eye service or procedure"
"21015","Resect face tum < 2 cm"
"86356","Mononuclear cell antigen"
"27536","Treat knee fracture"
"47490","Incision of gallbladder"
"42405","Biopsy of salivary gland"
"50240","Partial removal of kidney"
"93304","Echo transthoracic"
"35460","Repair venous blockage"
"00870","Anesth bladder stone surg"
"65420","Removal of eye lesion"
"49905","Omental flap intra-abdom"
"21750","Repair of sternum separation"
"J1645","Dalteparin sodium"
